split,sample_id,signer_id,label,take,frames
train,S002_20260817_225500_34_002,S002,ㅢ,2,12
train,S002_20260817_225500_34_003,S002,ㅢ,3,12
train,S002_20260817_225500_34_009,S002,ㅢ,9,12
train,S004_20260820_190636_34_010,S004,ㅢ,10,12
train,S002_20260817_225500_34_004,S002,ㅢ,4,12
train,S002_20260817_225500_34_007,S002,ㅢ,7,12
train,S001_35_007,S001,ㅚ,7,12
train,S004_20260820_190636_35_007,S004,ㅚ,7,12
train,S002_20260817_225500_35_007,S002,ㅚ,7,12
train,S001_35_006,S001,ㅚ,6,12
train,S001_35_004,S001,ㅚ,4,12
train,S001_35_011,S001,ㅚ,11,12
train,S002_20260817_225500_35_002,S002,ㅚ,2,10
train,S002_20260817_225500_35_001,S002,ㅚ,1,12
train,S004_20260820_190636_35_005,S004,ㅚ,5,12
train,S003_20260818_154538_35_002,S003,ㅚ,2,10
train,S004_20260820_190636_35_003,S004,ㅚ,3,12
train,S004_20260820_190636_35_010,S004,ㅚ,10,12
train,S003_20260818_154538_35_003,S003,ㅚ,3,7
train,S004_20260820_190636_35_009,S004,ㅚ,9,12
train,S001_35_005,S001,ㅚ,5,12
train,S001_35_010,S001,ㅚ,10,12
train,S002_20260817_225500_35_010,S002,ㅚ,10,12
train,S002_20260817_225500_35_004,S002,ㅚ,4,12
train,S001_35_002,S001,ㅚ,2,12
train,S001_35_001,S001,ㅚ,1,12
train,S001_35_008,S001,ㅚ,8,12
train,S002_20260817_225500_35_005,S002,ㅚ,5,12
train,S004_20260820_190636_35_008,S004,ㅚ,8,12
train,S004_20260820_190636_35_004,S004,ㅚ,4,12
train,S003_20260818_154538_35_008,S003,ㅚ,8,8
train,S001_35_009,S001,ㅚ,9,12
train,S004_20260820_190636_35_001,S004,ㅚ,1,12
train,S002_20260817_225500_35_008,S002,ㅚ,8,12
train,S004_20260820_190636_35_006,S004,ㅚ,6,12
train,S003_20260818_154538_35_009,S003,ㅚ,9,7
train,S001_35_003,S001,ㅚ,3,12
train,S003_20260818_154538_35_001,S003,ㅚ,1,7
train,S002_20260817_225500_35_009,S002,ㅚ,9,12
train,S002_20260817_225500_35_003,S002,ㅚ,3,11
train,S001_35_012,S001,ㅚ,12,12
train,S003_20260818_154538_35_007,S003,ㅚ,7,9
train,S002_20260817_225500_36_003,S002,ㅟ,3,12
train,S001_36_011,S001,ㅟ,11,12
train,S002_20260817_225500_36_004,S002,ㅟ,4,12
train,S001_36_006,S001,ㅟ,6,12
train,S004_20260820_190636_36_010,S004,ㅟ,10,11
train,S001_36_002,S001,ㅟ,2,10
train,S003_20260818_154538_36_006,S003,ㅟ,6,8
train,S003_20260818_154538_36_009,S003,ㅟ,9,9
train,S001_36_007,S001,ㅟ,7,12
train,S002_20260817_225500_36_007,S002,ㅟ,7,10
train,S003_20260818_154538_36_010,S003,ㅟ,10,8
train,S004_20260820_190636_36_001,S004,ㅟ,1,9
train,S002_20260817_225500_36_010,S002,ㅟ,10,12
train,S002_20260817_225500_36_006,S002,ㅟ,6,12
train,S002_20260817_225500_36_005,S002,ㅟ,5,12
train,S001_36_003,S001,ㅟ,3,8
train,S002_20260817_225500_36_002,S002,ㅟ,2,11
train,S003_20260818_154538_36_004,S003,ㅟ,4,11
train,S004_20260820_190636_36_008,S004,ㅟ,8,10
train,S001_36_004,S001,ㅟ,4,12
train,S003_20260818_154538_36_008,S003,ㅟ,8,8
train,S004_20260820_190636_36_007,S004,ㅟ,7,12
train,S001_36_009,S001,ㅟ,9,12
train,S003_20260818_154538_36_001,S003,ㅟ,1,7
train,S002_20260817_225500_36_001,S002,ㅟ,1,12
train,S002_20260817_225500_36_009,S002,ㅟ,9,12
train,S003_20260818_154538_36_003,S003,ㅟ,3,8
train,S004_20260820_190636_36_006,S004,ㅟ,6,11
train,S004_20260820_190636_36_003,S004,ㅟ,3,12
train,S002_20260817_225500_36_008,S002,ㅟ,8,12
train,S004_20260820_190636_36_009,S004,ㅟ,9,10
train,S004_20260820_190636_36_002,S004,ㅟ,2,11
train,S001_36_008,S001,ㅟ,8,12
train,S003_20260818_154538_36_002,S003,ㅟ,2,8
train,S004_20260820_190636_36_004,S004,ㅟ,4,10
train,S004_20260820_190636_36_005,S004,ㅟ,5,9
train,S001_36_005,S001,ㅟ,5,12
val,S002_20260817_225500_01_004,S002,ㄱ,4,12
val,S002_20260817_225500_02_009,S002,ㄴ,9,12
val,S001_03_001,S001,ㄷ,1,12
val,S004_20260820_184432_04_004,S004,ㄹ,4,12
val,S004_20260820_184432_05_008,S004,ㅁ,8,12
val,S002_20260817_225500_06_004,S002,ㅂ,4,12
val,S004_20260820_184432_07_008,S004,ㅅ,8,12
val,S003_20260818_154538_08_001,S003,ㅇ,1,9
val,S004_20260820_190636_09_007,S004,ㅈ,7,12
val,S002_20260817_225500_10_006,S002,ㅊ,6,12
val,S002_20260817_225500_11_001,S002,ㅋ,1,12
val,S004_20260820_190636_12_010,S004,ㅌ,10,12
val,S001_13_009,S001,ㅍ,9,12
val,S003_20260818_154538_14_001,S003,ㅎ,1,8
val,S002_20260817_225500_20_006,S002,ㅏ,6,12
val,S004_20260820_190636_21_005,S004,ㅑ,5,12
val,S002_20260817_225500_22_001,S002,ㅓ,1,12
val,S003_20260818_154538_23_005,S003,ㅕ,5,12
val,S004_20260820_190636_24_001,S004,ㅗ,1,12
val,S001_25_008,S001,ㅛ,8,12
val,S004_20260820_190636_26_005,S004,ㅜ,5,11
val,S002_20260817_225500_27_009,S002,ㅠ,9,9
val,S003_20260818_154538_28_007,S003,ㅡ,7,11
val,S003_20260818_154538_29_003,S003,ㅣ,3,6
val,S003_20260818_154538_30_008,S003,ㅐ,8,7
val,S001_31_004,S001,ㅒ,4,12
val,S004_20260820_190636_32_008,S004,ㅔ,8,12
val,S001_33_008,S001,ㅖ,8,12
val,S003_20260818_154538_34_004,S003,ㅢ,4,7
val,S004_20260820_190636_35_002,S004,ㅚ,2,12
val,S003_20260818_154538_36_005,S003,ㅟ,5,9
test,S003_20260818_154538_01_002,S003,ㄱ,2,11
test,S002_20260817_225500_01_006,S002,ㄱ,6,10
test,S001_02_018,S001,ㄴ,18,12
test,S003_20260818_154538_02_004,S003,ㄴ,4,12
test,S002_20260817_225500_03_003,S002,ㄷ,3,12
test,S004_20260820_184432_03_002,S004,ㄷ,2,12
test,S001_04_004,S001,ㄹ,4,12
test,S004_20260820_184432_04_005,S004,ㄹ,5,12
test,S002_20260817_225500_05_010,S002,ㅁ,10,12
test,S002_20260817_225500_05_004,S002,ㅁ,4,12
test,S004_20260820_184432_06_005,S004,ㅂ,5,12
test,S004_20260820_184432_06_008,S004,ㅂ,8,12
test,S004_20260820_184432_07_003,S004,ㅅ,3,12
test,S002_20260817_225500_07_005,S002,ㅅ,5,11
test,S001_08_009,S001,ㅇ,9,12
test,S002_20260817_225500_08_009,S002,ㅇ,9,12
test,S002_20260817_225500_09_004,S002,ㅈ,4,12
test,S002_20260817_225500_09_003,S002,ㅈ,3,12
test,S004_20260820_190636_10_004,S004,ㅊ,4,12
test,S004_20260820_190636_10_006,S004,ㅊ,6,12
test,S004_20260820_190636_11_004,S004,ㅋ,4,12
test,S004_20260820_190636_11_005,S004,ㅋ,5,12
test,S004_20260820_190636_12_007,S004,ㅌ,7,12
test,S003_20260818_154538_12_005,S003,ㅌ,5,11
test,S004_20260820_190636_13_004,S004,ㅍ,4,12
test,S001_13_010,S001,ㅍ,10,12
test,S001_14_002,S001,ㅎ,2,11
test,S003_20260818_154538_14_006,S003,ㅎ,6,8
test,S001_20_008,S001,ㅏ,8,12
test,S003_20260818_154538_20_006,S003,ㅏ,6,10
test,S003_20260818_154538_21_006,S003,ㅑ,6,12
test,S001_21_001,S001,ㅑ,1,12
test,S003_20260818_154538_22_010,S003,ㅓ,10,7
test,S003_20260818_154538_22_008,S003,ㅓ,8,10
test,S002_20260817_225500_23_006,S002,ㅕ,6,10
test,S003_20260818_154538_23_001,S003,ㅕ,1,8
test,S002_20260817_225500_24_008,S002,ㅗ,8,11
test,S004_20260820_190636_24_004,S004,ㅗ,4,12
test,S001_25_007,S001,ㅛ,7,12
test,S003_20260818_154538_25_005,S003,ㅛ,5,12
test,S001_26_005,S001,ㅜ,5,12
test,S003_20260818_154538_26_001,S003,ㅜ,1,6
test,S001_27_004,S001,ㅠ,4,12
test,S001_27_011,S001,ㅠ,11,12
test,S004_20260820_190636_28_003,S004,ㅡ,3,12
test,S001_28_008,S001,ㅡ,8,12
test,S004_20260820_190636_29_009,S004,ㅣ,9,12
test,S004_20260820_190636_29_003,S004,ㅣ,3,12
test,S001_30_001,S001,ㅐ,1,12
test,S003_20260818_154538_30_003,S003,ㅐ,3,7
test,S001_31_002,S001,ㅒ,2,12
test,S002_20260817_225500_31_004,S002,ㅒ,4,11
test,S002_20260817_225500_32_008,S002,ㅔ,8,12
test,S004_20260820_190636_32_009,S004,ㅔ,9,12
test,S004_20260820_190636_33_004,S004,ㅖ,4,12
test,S002_20260817_225500_33_007,S002,ㅖ,7,12
test,S001_34_008,S001,ㅢ,8,12
test,S003_20260818_154538_34_001,S003,ㅢ,1,6
test,S003_20260818_154538_35_006,S003,ㅚ,6,7
test,S002_20260817_225500_35_006,S002,ㅚ,6,12
test,S001_36_010,S001,ㅟ,10,10
test,S003_20260818_154538_36_007,S003,ㅟ,7,9
